chr1	10000	10150	1 = (10000+10150)/2
chr1	10002	10144	1
chr1	10003	10139	1
chr1	10008	10156	1
chr1	10012	10138	1
chr1	10013	10194	1
chr1	10016	10169	1
chr1	10031	10161	1
chr1	10038	10211	1
chr1	10044	10179	1
chr1	10071	10145	1
chr1	10071	10240	1
chr1	11178	11334	1
chr1	11561	11733	1
chr1	11597	11776	1
chr1	11641	11796	1
chr1	12218	12376	1
chr1	12368	12551	1
chr1	12486	12658	1
chr1	12770	12952	1
chr1	12813	12943	1
chr1	12870	13043	1
chr1	12882	13089	1
chr1	13378	13569	1
chr1	13381	13592	1
chr1	13435	13580	1
chr1	13515	13688	1
chr1	13550	13705	1
chr1	13808	13944	1
chr1	14004	14174	1
chr1	14231	14393	1
chr1	14249	14385	1
chr1	14262	14432	1
chr1	14267	14409	1
chr1	14272	14385	1
chr1	14288	14451	1
chr1	14291	14425	1
chr1	14316	14481	1
chr1	14556	14768	1
chr1	14635	14830	1
chr1	14654	14795	1
chr1	14786	14931	1
chr1	15073	15258	1
chr1	15078	15223	1
chr1	15113	15279	1
chr1	15286	15512	1
chr1	15353	15482	1
chr1	15379	15545	1
chr1	15440	15692	1
chr1	15478	15648	1
chr1	15492	15659	1
chr1	15633	15776	1
chr1	16119	16267	1
chr1	16478	16646	1
chr1	16786	17014	1
chr1	16818	17069	1
chr1	16843	16999	1
chr1	16947	17105	1
chr1	16951	17078	1
chr1	16961	17148	1
chr1	17076	17216	1
chr1	17149	17311	1
chr1	17259	17442	1
chr1	17327	17518	1
chr1	17335	17522	1
chr1	17386	17556	1
chr1	17432	17598	1
chr1	17546	17662	1
chr1	17547	17682	1
chr1	17587	17728	1
chr1	17729	17940	1
chr1	17729	17967	1
chr1	17871	18115	1
chr1	17880	18038	1
chr1	17906	18074	1
chr1	18146	18318	1
chr1	18269	18432	1
chr1	18328	18518	1
chr1	18392	18568	1
chr1	18417	18600	1
chr1	18432	18652	1
chr1	18516	18663	1
chr1	18521	18709	1
chr1	18588	18751	1
chr1	18618	18770	1
chr1	18897	19067	1
chr1	18906	19084	1
chr1	18958	19165	1
chr1	19131	19303	1
chr1	19192	19372	1
chr1	19244	19394	1
chr1	19271	19409	1
chr1	19371	19525	1
chr1	19452	19654	1
chr1	19476	19683	1
chr1	19479	19621	1
chr1	19497	19638	1
chr1	19777	19965	1
chr1	19795	19943	1
chr1	19797	19924	1
chr1	19838	20019	1
chr1	19857	20032	1
chr1	19897	20055	1
chr1	19931	20087	1
chr1	20010	20125	1
chr1	20132	20293	1
chr1	20345	20493	1
chr1	20392	20607	1
chr1	20426	20623	1
chr1	20445	20626	1
chr1	20520	20682	1
chr1	20571	20712	1
chr1	20605	20781	1
chr1	20613	20781	1
chr1	20649	20801	1
chr1	20649	20842	1
chr1	20650	20795	1
chr1	20754	20937	1
chr1	20801	21014	1
chr1	20817	21008	1
chr1	20846	21013	1
chr1	21128	21295	1
chr1	21157	21321	1
chr1	21187	21370	1
chr1	21201	21393	1
chr1	21325	21478	1
chr1	21373	21518	1
chr1	21617	21805	1
chr1	21631	21776	1
chr1	21646	21767	1
chr1	21647	21795	1
chr1	21647	21813	1
chr1	21655	21827	1
chr1	21776	21937	1
chr1	21806	21965	1
chr1	21815	21993	1
chr1	21826	22015	1
chr1	21928	22079	1
chr1	22197	22372	1
chr1	22332	22477	1
chr1	22343	22569	1
chr1	22459	22657	1
chr1	22483	22656	1
chr1	22503	22698	1
chr1	22508	22709	1
chr1	22510	22706	1
chr1	22538	22717	1
chr1	22541	22759	1
chr1	22573	22698	1
chr1	22573	22717	1
chr1	22573	22737	1
chr1	22576	22748	1
chr1	22579	22773	1
chr1	22671	22820	1
chr1	22718	22889	1
chr1	22720	22889	1
chr1	22759	22928	1
chr1	22759	22943	1
chr1	22870	23036	1
chr1	22888	23072	1
chr1	22906	23088	1
chr1	22978	23158	1
chr1	23315	23537	1
chr1	23319	23482	1
chr1	23429	23662	1
chr1	23440	23632	1
chr1	23481	23688	1
chr1	23759	23963	1
chr1	23789	23963	1
chr1	23874	24076	1
chr1	24029	24199	1
chr1	24204	24394	1
chr1	24204	24401	1
chr1	24308	24464	1
chr1	24401	24573	1
chr1	24540	24666	1
chr1	24605	24768	1
chr1	24653	24824	1
chr1	24738	24954	1
chr1	24750	24919	1
chr1	24944	25131	1
chr1	24963	25160	1
chr1	25049	25230	1
chr1	25054	25245	1
chr1	25146	25328	1
chr1	25160	25295	1
chr1	25186	25341	1
chr1	25206	25372	1
chr1	25235	25447	1
chr1	25264	25516	1
chr1	25441	25596	1
chr1	25465	25659	1
chr1	25552	25727	1
chr1	25555	25727	1
chr1	25627	25809	1
chr1	25717	25854	1
chr1	25785	25979	1
chr1	25899	26091	1
chr1	25910	26113	1
chr1	25926	26101	1
chr1	25996	26173	1
chr1	26016	26221	1
chr1	26039	26191	1
chr1	26044	26227	1
chr1	26050	26270	1
chr1	26072	26255	1
chr1	26140	26380	1
chr1	26401	26565	1
chr1	26417	26642	1
chr1	26440	26642	1
chr1	26457	26642	1
chr1	26466	26584	1
chr1	26470	26662	1
chr1	26515	26680	1
chr1	26531	26688	1
chr1	26640	26799	1
chr1	26692	26865	1
chr1	26728	26899	1
chr1	26811	26958	1
chr1	27092	27264	1
chr1	27134	27349	1
chr1	27146	27328	1
chr1	27167	27345	1
chr1	27217	27342	1
chr1	27227	27407	1
chr1	27231	27405	1
chr1	27418	27581	1
chr1	27707	27867	1
chr1	27969	28187	1
chr1	28019	28242	1
chr1	28075	28258	1
chr1	28251	28406	1
chr1	28639	28813	1
chr1	28671	28836	1
chr1	28894	29110	1
chr1	29032	29203	1
chr1	29112	29280	1
chr1	29112	29318	1
chr1	29577	29771	1
chr1	29601	29737	1
chr1	29751	29950	1
chr1	29806	30012	1
chr1	29903	30090	1
chr1	29907	30151	1
chr1	29950	30101	1
chr1	29950	30103	1
chr1	29950	30132	1
chr1	30019	30201	1
chr1	30309	30480	1
chr1	30556	30681	1
chr1	30627	30800	1
chr1	30651	30815	1
chr1	31170	31269	1
chr1	31247	31420	1
chr1	31448	31644	1
chr1	31448	31682	1
chr1	31494	31677	1
chr1	31570	31735	1
chr1	31681	31868	1
chr1	31735	31897	1
chr1	31806	31954	1
chr1	31818	32034	1
chr1	31841	31983	1
chr1	32051	32187	1
chr1	32408	32582	1
chr1	32410	32614	1
chr1	32464	32665	1
chr1	32507	32650	1
chr1	32545	32706	1
chr1	32545	32727	1
chr1	32572	32768	1
chr1	32605	32765	1
chr1	32634	32769	1
chr1	32654	32792	1
chr1	32654	32859	1
chr1	32655	32797	1
chr1	32668	32869	1
chr1	32697	32854	1
chr1	32697	32873	1
chr1	32698	32873	1
chr1	32699	32873	1
chr1	32724	32922	1
chr1	32756	32912	1
chr1	32775	32974	1
chr1	32803	32976	1
chr1	32817	32960	1
chr1	32875	33029	1
chr1	32889	33066	1
chr1	32890	33062	1
chr1	32893	33053	1
chr1	32903	33067	1
chr1	32923	33108	1
chr1	32928	33097	1
chr1	33011	33174	1
chr1	33215	33388	1
chr1	33229	33375	1
chr1	33478	33649	1
chr1	33604	33798	1
chr1	33713	33901	1
chr1	33732	33880	1
chr1	33737	33900	1
chr1	33763	33970	1
chr1	33770	33942	1
chr1	33776	33943	1
chr1	33798	34009	1
chr1	33829	33975	1
chr1	33856	34002	1
chr1	33880	34041	1
chr1	33907	34138	1
chr1	33931	34097	1
chr1	34055	34200	1
chr1	34087	34207	1
chr1	34090	34236	1
chr1	34127	34344	1
chr1	34158	34319	1
chr1	34233	34404	1
chr1	34243	34373	1
chr1	34257	34405	1
chr1	34274	34456	1
chr1	34283	34529	1
chr1	34316	34508	1
chr1	34338	34471	1
chr1	34357	34515	1
chr1	34400	34550	1
chr1	34445	34615	1
chr1	34467	34651	1
chr1	34472	34587	1
chr1	34541	34728	1
chr1	34566	34728	1
chr1	34616	34813	1
chr1	34652	34795	1
chr1	34669	34819	1
chr1	34734	34903	1
chr1	34806	34973	1
chr1	34807	34996	1
chr1	34819	34987	1
chr1	34834	35052	1
chr1	34947	35085	1
chr1	34953	35116	1
chr1	34961	35092	1
chr1	35044	35223	1
chr1	35077	35244	1
chr1	35094	35322	1
chr1	35102	35270	1
chr1	35127	35342	1
chr1	35229	35365	1
chr1	35270	35452	1
chr1	35556	35693	1
chr1	35585	35751	1
chr1	35763	35942	1
chr1	35769	35936	1
chr1	35774	35952	1
chr1	35792	36051	1
chr1	35840	35994	1
chr1	35870	36035	1
chr1	35956	36115	1
chr1	36070	36262	1
chr1	36087	36234	1
chr1	36421	36571	1
chr1	37051	37237	1
chr1	37127	37293	1
chr1	37328	37533	1
chr1	37351	37534	1
chr1	37392	37500	1
chr1	37397	37518	1
chr1	37400	37595	1
chr1	37405	37587	1
chr1	37475	37669	1
chr1	37623	37769	1
chr1	37651	37838	1
chr1	37687	37828	1
chr1	37715	37892	1
chr1	37721	37862	1
chr1	37737	37874	1
chr1	37829	37996	1
chr1	37838	38068	1
chr1	37901	38091	1
chr1	37949	38146	1
chr1	37990	38134	1
chr1	37998	38215	1
chr1	38036	38221	1
chr1	38249	38390	1
chr1	38253	38403	1
chr1	38268	38486	1
chr1	38289	38468	1
chr1	38290	38467	1
chr1	38350	38531	1
chr1	38418	38645	1
chr1	38551	38737	1
chr1	38613	38803	1
chr1	38616	38858	1
chr1	38630	38805	1
chr1	39113	39312	1
chr1	39165	39328	1
chr1	39170	39358	1
chr1	39382	39573	1
chr1	39397	39576	1
