chr1	9999	10138	1
chr1	10000	10145	1
chr1	10001	10115	1
chr1	10002	10124	1
chr1	10007	10146	1
chr1	10007	10148	1
chr1	10019	10179	1
chr1	10035	10171	1
chr1	10039	10157	1
chr1	10048	10182	1
chr1	10066	10223	1
chr1	10067	10218	1
chr1	10068	10209	1
chr1	10118	10286	1
chr1	10193	10412	1
chr1	10195	10383	1
chr1	10340	10458	1
chr1	10359	10468	1
chr1	10364	10467	1
chr1	11426	11594	1
chr1	11588	11765	1
chr1	11592	11764	1
chr1	11594	11770	1
chr1	11599	11770	1
chr1	11614	11770	1
chr1	11629	11775	1
chr1	11950	12126	1
chr1	12006	12151	1
chr1	12019	12185	1
chr1	12247	12405	1
chr1	12363	12540	1
chr1	12510	12644	1
chr1	12545	12711	1
chr1	12569	12708	1
chr1	12610	12765	1
chr1	12744	12908	1
chr1	12768	12929	1
chr1	13127	13266	1
chr1	13456	13681	1
chr1	13489	13696	1
chr1	13665	13818	1
chr1	13715	13876	1
chr1	13733	13897	1
chr1	13995	14133	1
chr1	14046	14225	1
chr1	14076	14240	1
chr1	14076	14261	1
chr1	14100	14252	1
chr1	14136	14307	1
chr1	14142	14314	1
chr1	14238	14403	1
chr1	14282	14446	1
chr1	14452	14606	1
chr1	14679	14837	1
chr1	14684	14794	1
chr1	14736	14905	1
chr1	14776	14961	1
chr1	15041	15214	1
chr1	15258	15426	1
chr1	15383	15522	1
chr1	15410	15553	1
chr1	15416	15588	1
chr1	15424	15574	1
chr1	15513	15673	1
chr1	15516	15674	1
chr1	15871	16007	1
chr1	16249	16404	1
chr1	16267	16472	1
chr1	16292	16467	1
chr1	16767	16936	1
chr1	16894	17071	1
chr1	16912	17072	1
chr1	16928	17084	1
chr1	16953	17134	1
chr1	16967	17104	1
chr1	17066	17233	1
chr1	17134	17270	1
chr1	17439	17622	1
chr1	17515	17679	1
chr1	17547	17729	1
chr1	17553	17716	1
chr1	17580	17743	1
chr1	17598	17743	1
chr1	17943	18108	1
chr1	17950	18126	1
chr1	18112	18320	1
chr1	18162	18331	1
chr1	18240	18413	1
chr1	18274	18427	1
chr1	18297	18467	1
chr1	18345	18519	1
chr1	18528	18696	1
chr1	18586	18792	1
chr1	18867	19074	1
chr1	18925	19093	1
chr1	19024	19192	1
chr1	19075	19249	1
chr1	19182	19339	1
chr1	19201	19360	1
chr1	19210	19338	1
chr1	19452	19621	1
chr1	19475	19649	1
chr1	19501	19647	1
chr1	19795	19964	1
chr1	19906	20054	1
chr1	20155	20317	1
chr1	20321	20475	1
chr1	20398	20546	1
chr1	20428	20612	1
chr1	20509	20659	1
chr1	20625	20798	1
chr1	20804	20956	1
chr1	20823	20946	1
chr1	21205	21367	1
chr1	21211	21397	1
chr1	21326	21496	1
chr1	21338	21501	1
chr1	21361	21531	1
chr1	21382	21559	1
chr1	21402	21551	1
chr1	21402	21573	1
chr1	21404	21542	1
chr1	21994	22154	1
chr1	22165	22339	1
chr1	22216	22395	1
chr1	22232	22397	1
chr1	22320	22485	1
chr1	22369	22533	1
chr1	22416	22572	1
chr1	22487	22652	1
chr1	22669	22837	1
chr1	22696	22866	1
chr1	22738	22918	1
chr1	22763	22926	1
chr1	22796	23010	1
chr1	22886	23044	1
chr1	22998	23156	1
chr1	23055	23191	1
chr1	23378	23533	1
chr1	23423	23623	1
chr1	23564	23699	1
chr1	23821	24007	1
chr1	23937	24115	1
chr1	24048	24208	1
chr1	24201	24360	1
chr1	24289	24480	1
chr1	24363	24513	1
chr1	24646	24834	1
chr1	24740	24880	1
chr1	24959	25120	1
chr1	25009	25200	1
chr1	25057	25214	1
chr1	25144	25316	1
chr1	25151	25318	1
chr1	25282	25448	1
chr1	25318	25465	1
chr1	25363	25528	1
chr1	25366	25503	1
chr1	25451	25600	1
chr1	25473	25650	1
chr1	25476	25643	1
chr1	25483	25655	1
chr1	25535	25707	1
chr1	26107	26249	1
chr1	26138	26280	1
chr1	26178	26348	1
chr1	26198	26366	1
chr1	26250	26423	1
chr1	26288	26450	1
chr1	26317	26515	1
chr1	26437	26611	1
chr1	26452	26637	1
chr1	26458	26614	1
chr1	26463	26648	1
chr1	26508	26658	1
chr1	26577	26741	1
chr1	27062	27246	1
chr1	27081	27231	1
chr1	27098	27262	1
chr1	27191	27341	1
chr1	27250	27412	1
chr1	27535	27743	1
chr1	27545	27682	1
chr1	27625	27774	1
chr1	27646	27829	1
chr1	27688	27866	1
chr1	27775	27954	1
chr1	27877	28056	1
chr1	28029	28195	1
chr1	28354	28530	1
chr1	28504	28682	1
chr1	28510	28705	1
chr1	28610	28787	1
chr1	28758	28894	1
chr1	29592	29792	1
chr1	29756	29922	1
chr1	29790	29956	1
chr1	29830	29989	1
chr1	29831	30005	1
chr1	29951	30101	1
chr1	30010	30171	1
chr1	30121	30277	1
chr1	30151	30321	1
chr1	30181	30344	1
chr1	30289	30442	1
chr1	30292	30452	1
chr1	30305	30471	1
chr1	30379	30541	1
chr1	30601	30796	1
chr1	30613	30754	1
chr1	30666	30838	1
chr1	30699	30835	1
chr1	30728	30893	1
chr1	31048	31197	1
chr1	31048	31216	1
chr1	31160	31329	1
chr1	31225	31387	1
chr1	31351	31528	1
chr1	31362	31523	1
chr1	31414	31604	1
chr1	31471	31626	1
chr1	31480	31625	1
chr1	31485	31664	1
chr1	31503	31670	1
chr1	31526	31684	1
chr1	31609	31771	1
chr1	31624	31776	1
chr1	31641	31801	1
chr1	31656	31829	1
chr1	31697	31896	1
chr1	31736	31898	1
chr1	31826	31994	1
chr1	32175	32354	1
chr1	32304	32482	1
